Question Rank,Movie ID,Movie Title,Distribution,Hype,Recency,Audience,Sentiment,Style,Drama,Thrill,Release,Action
2144,2145,Booty Call,0.606,-1.023,0.664,0.872,0.849,-1.683,1.187,-0.319,0.322,0.063
2145,2146,Assault on Precinct 13,-1.044,1.231,0.638,0.369,0.562,-0.493,2.001,0.863,-1.464,0.462
2146,2147,The Fly II,0.448,0.873,-1.164,1.042,1.124,0.354,0.147,0.697,0.496,-0.038
2147,2148,Eyes of Laura Mars,-0.772,0.581,0.109,-1.116,0.239,0.702,0.015,-1.039,-1.786,1.441
2148,2149,The Life of David Gale,-1.429,1.139,-0.560,-0.161,-1.266,-1.270,0.565,1.039,-0.909,0.641
2149,2150,Unfaithfully Yours,0.331,0.864,-0.544,0.864,-1.276,0.020,-0.761,-0.853,0.881,-0.829
2150,2151,Fire in the Sky,0.220,0.386,-0.009,0.304,-0.465,-1.531,-0.883,0.655,0.607,0.373
2151,2152,Hard Rain,0.109,0.839,-1.090,0.400,0.627,1.461,0.015,0.507,0.104,1.235
2152,2153,The Apostle,-0.102,-1.092,0.123,0.349,-0.943,-0.605,0.291,0.896,0.031,-0.769
2153,2154,The Spirit,0.090,-1.323,0.288,-0.585,0.212,0.404,0.607,-0.581,0.421,-1.194
2154,2155,Yu-Gi-Oh! The Movie,0.993,0.317,1.013,-1.012,0.086,0.076,-1.693,0.548,-0.950,-1.082
2155,2156,Summer Catch,2.194,1.171,-1.243,-0.940,3.081,1.574,-0.123,-0.243,0.608,-1.217
2156,2157,Vampire in Brooklyn,-1.866,-1.311,0.939,-0.500,0.278,-1.118,0.463,-0.795,0.200,0.788
2157,2158,Gone Fishin,1.048,0.639,0.158,0.617,-0.417,0.312,-0.171,-0.985,-0.842,0.905
2158,2159,Young Sherlock Holmes,0.549,0.245,-2.987,-1.091,-0.473,0.849,-0.156,0.070,-0.210,0.816
2159,2160,The Pledge,0.433,-0.463,0.496,0.444,-1.321,0.557,-0.909,-0.441,-0.068,-1.109
2160,2161,Same Time Next Year,1.037,0.761,0.148,-0.183,0.750,0.344,1.695,0.651,0.738,0.366
2161,2162,Man of the House,0.179,-1.761,0.661,0.618,-0.934,-0.267,0.296,-0.233,-0.603,0.109
2162,2163,Nine,0.562,-0.724,-1.231,-1.959,0.567,0.664,-0.979,-0.471,-1.116,-1.473
2163,2164,Skin Deep,0.459,0.118,0.129,0.603,0.380,0.011,-0.314,0.680,1.457,1.293
2164,2165,Reign Over Me,-0.022,0.174,0.384,-0.176,0.730,-0.022,-1.200,1.617,0.033,0.849
2165,2166,Tucker: The Man and His Dream,-1.090,-1.209,-0.199,-1.008,0.412,-1.019,1.147,0.586,0.316,-1.138
2166,2167,The Thing,-0.961,-1.052,-0.651,0.735,0.874,2.050,-1.038,-0.487,-1.859,-0.629
2167,2168,The Serpent and the Rainbow,-1.276,-0.092,-1.198,-1.172,-0.790,1.604,0.742,1.402,0.702,-1.422
2168,2169,Astro Boy,-0.248,-0.348,-0.154,-0.523,-1.484,0.746,-0.820,-0.053,-0.420,0.006
2169,2170,Igor,1.677,0.957,0.726,0.322,-1.543,-0.345,0.022,0.852,-0.678,-0.704
2170,2171,Police Academy 5: Assignment: Miami Beach,-2.087,0.609,-0.178,-1.612,-0.771,0.779,2.702,0.252,-0.132,-1.107
2171,2172,Hero,0.116,-1.113,-0.889,2.065,0.085,-1.675,-1.454,0.656,1.072,0.303
2172,2173,The Professional,0.867,0.420,0.291,-0.608,1.554,0.731,-0.519,0.105,0.850,-0.856
2173,2174,The Eagle,1.388,0.249,-0.241,1.600,-1.501,0.415,1.080,0.336,1.390,0.210
2174,2175,Timeline,-0.516,0.441,1.186,0.264,0.372,0.677,0.135,0.798,-1.461,-1.163
2175,2176,Valiant,1.166,0.290,-0.011,-0.883,1.310,-1.039,1.747,0.375,0.972,-1.020
2176,2177,It Takes Two,-0.706,0.345,-1.559,-0.543,-1.644,0.764,0.478,1.434,-1.773,0.710
2177,2178,Friday the 13th Part VI,0.284,-0.834,0.463,-0.390,-0.707,0.237,1.947,0.837,0.666,1.600
2178,2179,Oceans,-1.063,-0.303,-0.800,1.227,0.727,0.124,-0.762,1.209,1.517,0.058
2179,2180,Saving Silverman,-0.069,1.233,-0.042,-1.294,-0.773,-0.789,-0.663,-1.298,-0.536,-0.417
2180,2181,The Producers,1.304,2.178,0.558,-0.566,0.278,-1.414,-1.353,0.894,0.503,-0.090
2181,2182,Wonder Boys,2.225,1.186,1.212,0.790,0.468,1.133,0.167,0.048,-0.889,0.905
2182,2183,Vacancy,-0.808,-0.074,0.466,1.661,0.857,-0.922,0.711,0.767,-0.061,0.286
2183,2184,Little Giants,0.109,0.022,1.379,-1.076,0.790,0.118,-0.105,1.092,-0.270,0.321
2184,2185,Cursed,-1.098,0.037,0.184,-1.230,-0.278,0.927,0.499,-1.330,1.303,-1.038
2185,2186,A Christmas Story,0.834,1.312,-0.656,-0.256,-0.417,-0.140,1.024,1.290,2.180,0.702
2186,2187,Summer of Sam,0.481,0.181,-0.116,0.401,0.835,1.445,-1.482,-0.981,0.799,1.235
2187,2188,Species II,-0.391,-1.027,1.071,-0.079,-0.230,-0.040,1.079,-1.499,1.418,-0.611
2188,2189,My Best Friends Girl,1.412,-0.353,-0.207,0.449,0.405,0.257,-0.005,-0.149,-0.207,0.520
2189,2190,The Replacement Killers,1.213,0.683,0.028,-1.194,1.839,-0.172,-0.178,0.735,-0.187,1.564
2190,2191,The Secret World of Arrietty,0.718,-0.186,1.058,0.107,-0.803,-0.437,0.248,1.560,0.343,-0.212
2191,2192,Beerfest,-0.611,0.109,1.175,0.456,1.104,-1.405,1.728,0.496,-1.972,0.943
2192,2193,Martin Lawrence Live: Runteldat,0.611,0.755,-0.755,0.422,0.108,-1.614,-0.436,-0.693,0.340,0.432
2193,2194,Two Brothers,1.158,0.737,0.487,-1.493,-0.676,-0.658,-0.157,-0.449,-0.856,-1.215
2194,2195,Friday the 13th Part VII,1.201,2.231,0.436,-1.290,0.659,-0.354,-1.685,-0.529,0.604,1.362
2195,2196,Jonas Brothers: The 3D Concert Experience,0.478,-0.071,-0.381,-0.018,-1.065,-0.659,0.449,-0.232,-0.375,-0.641
2196,2197,Tuck Everlasting,-0.857,1.358,-0.484,-0.411,0.182,1.447,0.007,-0.704,0.654,-0.590
2197,2198,Mother,-0.154,1.084,0.857,0.322,-1.169,0.434,-1.029,-0.380,-1.019,0.505
2198,2199,The Bad News Bears in Breaking Training,1.652,-1.198,-1.611,-0.109,1.575,-0.514,0.681,-0.215,1.714,1.451
2199,2200,Georgia Rule,-1.605,-0.796,0.759,0.165,0.228,1.116,-0.305,0.050,-1.047,-0.022
2200,2201,Waitress,1.918,1.518,-0.488,-1.112,0.700,-0.933,0.199,0.764,1.456,1.254
2201,2202,Remember Me,-0.532,1.186,-1.411,-0.324,1.207,0.034,-1.582,0.074,1.026,-0.693
2202,2203,Bugs!,-0.570,-1.015,0.654,0.194,1.500,-1.044,0.994,0.285,-0.915,0.992
2203,2204,Beneath the Planet of the Apes,0.735,0.841,-1.282,0.805,0.225,-0.762,0.138,-0.459,-0.858,-1.270
2204,2205,Rollerball,0.401,-1.056,0.529,-0.914,-1.668,-0.949,-0.061,-0.728,-0.647,-0.978
2205,2206,Haywire,0.600,0.755,0.625,1.180,0.825,-0.753,0.320,1.761,0.209,-0.058
2206,2207,Kazaam,0.519,-0.672,-0.109,-0.406,0.521,-0.911,-0.864,-0.579,-0.775,-1.235
2207,2208,Cocoon: The Return,-1.314,0.460,-1.164,-0.702,-0.917,-0.135,0.824,-0.618,0.774,-1.035
2208,2209,Shark Night 3D,-1.311,0.532,0.588,0.537,0.785,1.202,-0.624,0.833,-0.034,0.072
2209,2210,Akeelah and the Bee,0.021,-1.260,-1.089,0.573,0.426,-1.032,-0.234,-0.881,0.051,-0.156
2210,2211,The Marine,0.948,-0.896,-0.574,1.875,-0.222,1.208,0.528,-0.958,0.890,-0.279
2211,2212,Under the Rainbow,-0.417,0.435,0.131,-0.815,0.484,-0.182,0.586,1.213,-0.795,0.451
2212,2213,Into the Blue,-2.080,0.397,-0.636,0.792,-0.455,-0.918,0.265,0.957,-0.154,-0.487
2213,2214,The Upside of Anger,0.197,-0.728,0.118,-0.607,1.324,0.140,0.336,0.714,-1.011,0.544
2214,2215,The Believers,0.167,-0.475,-0.518,-0.265,0.451,-0.495,-0.287,-0.471,-1.024,0.302
2215,2216,Best in Show,0.520,0.760,-0.990,-0.496,-0.011,-0.165,0.005,0.719,0.863,-0.957
2216,2217,Her Alibi,0.851,1.222,-1.585,-0.252,1.594,-0.593,-1.112,-2.930,-0.089,1.353
2217,2218,Becoming Jane,-0.048,-1.458,-1.305,-0.915,0.428,1.304,-0.576,-0.477,0.325,0.654
2218,2219,Anywhere But Here,1.408,0.448,-0.061,0.853,-0.878,0.703,-0.376,-1.640,0.780,2.037
2219,2220,The Ninth Gate,-0.617,-0.360,-1.762,-0.103,0.544,-0.356,1.504,1.534,1.074,1.153
2220,2221,Michael Jordan to the Max,0.351,0.112,-1.123,0.222,-0.446,0.758,0.578,-0.952,-0.993,1.044
2221,2222,Blame It on Rio,1.247,1.394,-0.312,0.436,-0.785,1.119,1.401,0.528,-1.151,1.312
2222,2223,The Quick and the Dead,-0.276,-0.890,1.605,-0.266,0.185,-0.823,-0.301,-1.063,0.610,0.912
2223,2224,The Fan,1.355,0.986,-0.102,-0.998,0.084,0.066,0.454,-0.852,0.604,-1.118
2224,2225,Frost/Nixon,0.928,1.741,1.117,0.911,-0.084,1.574,-1.319,0.387,-0.679,0.465
2225,2226,Man on a Ledge,-0.356,-0.599,-0.451,-1.043,-0.664,0.835,-1.252,-0.146,0.266,1.429
2226,2227,Alice Doesnt Live Here Anymore,-0.708,-0.278,0.186,0.355,0.929,1.904,0.675,-0.142,0.153,-1.768
2227,2228,Aquamarine,-0.834,0.863,1.926,0.998,0.334,0.569,-0.543,0.041,0.974,-0.345
2228,2229,Some Kind of Wonderful,-0.357,0.137,0.659,-0.665,-0.774,-1.524,-0.061,0.459,-0.593,-0.540
2229,2230,An Ideal Husband,1.265,-0.722,0.863,-0.189,0.020,-0.879,1.376,-0.003,-1.027,0.677
2230,2231,Ultraviolet,-1.154,-0.637,1.416,1.960,0.592,0.853,-0.164,0.232,-0.101,1.779
2231,2232,Project X,-0.668,0.153,-0.450,2.060,-0.842,-0.550,0.365,0.102,1.318,-0.470
2232,2233,Super Troopers,-0.618,-0.301,0.769,-1.229,1.134,0.419,-0.023,-0.680,-0.660,0.725
2233,2234,The Invention of Lying,0.632,-0.406,-1.092,0.613,-0.204,-0.770,1.032,1.230,-0.760,0.380
2234,2235,A Thousand Words,1.186,1.066,1.426,-0.444,-1.128,0.553,-0.848,0.891,1.795,0.709
2235,2236,Ladyhawke,-1.483,0.171,1.460,-1.242,-0.812,-1.146,0.401,1.067,0.717,-0.544
2236,2237,The Fabulous Baker Boys,-0.658,0.412,-0.340,-0.664,-0.073,-1.547,0.198,-0.586,-1.888,0.388
2237,2238,Into the Wild,0.674,-0.859,0.826,0.870,-0.689,-0.949,0.026,-0.185,1.197,-1.895
2238,2239,North Country,1.136,0.512,-0.353,-1.182,0.595,-0.375,0.063,-0.091,0.232,0.312
2239,2240,127 Hours,-0.754,0.988,-1.912,0.190,-1.084,0.640,0.551,-0.536,0.058,0.659
2240,2241,Babe: Pig in the City,1.090,1.029,0.809,1.423,1.752,-0.582,0.508,0.543,-1.141,0.303
2241,2242,Walk Hard: The Dewey Cox Story,0.066,0.142,-0.522,-1.341,-2.284,0.804,-0.343,-1.142,-0.266,0.607
2242,2243,The Four Feathers,0.104,1.092,0.670,0.472,0.028,-1.357,-0.621,0.432,0.807,1.752
2243,2244,Fright Night,-0.901,0.897,0.051,0.189,-2.126,-0.821,0.599,1.133,1.042,-0.944
2244,2245,Crimes and Misdemeanors,1.175,0.303,-1.545,-0.017,0.747,1.333,-1.118,-0.563,1.610,-0.124
2245,2246,Simon Birch,-0.382,-1.632,-0.878,0.337,-0.165,0.166,-0.248,0.618,-1.522,0.981
2246,2247,Harold and Kumar Go to White Castle,-1.182,-1.010,-1.152,-0.250,0.252,-0.566,1.459,0.680,0.353,0.854
2247,2248,The Last Castle,-1.651,-0.008,-0.700,-0.069,0.571,-1.419,-0.541,1.113,-1.823,0.856
2248,2249,Sugar Hill,-0.203,-0.126,-1.860,0.133,0.104,-1.841,-0.367,-0.176,-0.021,0.129
2249,2250,Next,0.041,0.390,-1.194,-2.901,1.162,-0.973,0.221,0.454,0.054,-0.814
2250,2251,The Glass House,1.523,1.669,1.356,0.382,-0.563,-1.329,-0.452,0.081,0.378,0.827
2251,2252,Milk Money,0.439,0.250,1.043,-1.317,1.258,-0.217,0.963,0.051,0.087,0.520
2252,2253,The Sure Thing,1.357,0.653,0.677,0.608,-0.570,-0.262,0.995,1.393,-0.069,-1.358
2253,2254,Chernobyl Diaries,0.500,-0.643,-0.343,0.405,-1.082,-0.963,0.619,0.433,-0.978,-0.260
2254,2255,Last Man Standing,0.978,-0.861,-0.397,-0.392,0.440,-0.778,-1.457,0.764,-1.076,0.212
2255,2256,"Everything You Always Wanted to Know About Sex, But Were Afraid to Ask",-1.428,-0.350,-0.907,0.769,-1.624,-0.792,-0.064,1.023,-1.241,0.435
2256,2257,The Howling,0.965,0.370,-0.747,0.691,-0.162,-0.458,1.016,0.232,0.753,-0.197
2257,2258,Born Yesterday,1.991,-0.127,0.558,-0.054,-0.664,-0.911,-0.644,-0.079,-1.428,0.994
2258,2259,The Crow: City of Angels,-1.446,0.017,-0.277,0.017,-2.642,1.546,-0.214,-0.092,0.497,-0.823
2259,2260,The Contender,-0.650,-1.411,0.044,-0.011,0.264,-1.477,1.623,-0.165,-0.687,-0.796
2260,2261,Laws of Attraction,0.523,-0.072,-0.736,-0.036,0.799,1.324,-1.630,0.754,-2.024,1.471
2261,2262,For the Boys,0.739,-1.007,-0.383,2.176,0.547,0.548,1.230,0.073,-0.699,-1.455
2262,2263,Drive Me Crazy,0.382,-0.171,-0.071,0.273,-0.772,0.119,-0.837,-1.021,1.357,-1.047
2263,2264,Punch-Drunk Love,-0.128,0.869,-2.385,0.814,-0.190,1.777,0.275,-0.601,-0.136,0.145
2264,2265,Honeysuckle Rose,1.059,-0.143,-0.047,-1.120,1.123,0.851,-0.515,-0.896,1.403,-0.455
2265,2266,School for Scoundrels,-0.203,-1.075,0.383,-0.218,-0.886,-1.325,-2.368,1.104,-0.243,-1.141
2266,2267,Going the Distance,0.193,0.720,0.855,1.276,0.348,0.426,0.109,-0.292,0.243,0.624
2267,2268,A Mighty Wind,-0.399,0.451,-2.043,0.160,0.232,-0.036,-0.092,0.140,-0.711,0.040
2268,2269,Eurotrip,-0.153,-0.490,1.092,1.339,-0.409,0.299,1.744,0.313,-0.462,-0.188
2269,2270,Halloween 4: The Return of Michael Myers,0.596,-0.571,0.408,0.784,0.636,-0.726,-0.120,0.372,-0.581,1.134
2270,2271,The Rage: Carrie 2,-0.797,1.059,0.267,-0.902,1.234,0.741,-0.414,0.554,-0.052,0.638
2271,2272,The Big Green,-1.376,0.438,1.185,-1.471,0.311,-0.544,-0.873,1.401,0.442,-1.231
2272,2273,Heavyweights,-0.614,-0.303,-0.759,0.863,-1.267,-1.015,0.646,-0.121,0.146,0.651
2273,2274,Apollo 18,0.179,1.993,-0.157,-1.161,-0.632,0.154,0.915,-1.195,-2.010,-1.675
2274,2275,The Big Easy,0.366,-1.904,-0.513,0.805,-1.008,-0.821,-0.091,-1.242,-0.486,-0.962
2275,2276,Kit Kittredge: An American Girl,-0.142,0.537,-0.251,-0.092,0.448,-0.508,-0.454,-0.463,1.139,1.534
2276,2277,Frantic,0.943,-0.850,0.460,0.455,1.650,1.309,0.846,0.077,-0.667,-0.066
2277,2278,Furry Vengeance,0.340,0.120,-0.052,-0.574,0.754,-0.920,1.978,-1.217,1.137,1.247
2278,2279,The Postman,1.059,-0.592,0.616,-0.392,0.952,0.368,1.471,0.270,-2.184,0.206
2279,2280,Max Dugan Returns,-0.374,1.749,-0.929,-1.147,-0.132,-0.348,0.752,-1.666,0.084,1.259
2280,2281,Hostel Part II,0.092,-0.396,0.067,-0.840,0.928,-0.655,0.785,0.506,0.423,0.916
2281,2282,The Last King of Scotland,-1.913,0.440,-0.022,0.731,0.145,2.028,-0.071,-0.720,1.352,-0.239
2282,2283,Empire,-1.358,0.916,-0.129,0.736,0.734,0.177,-0.493,0.180,1.848,-0.981
2283,2284,Eye of the Needle,-0.380,0.722,-0.230,-0.377,-1.031,-1.547,-0.008,-0.282,-0.926,-0.019
2284,2285,Deliver Us from Eva,-1.629,1.034,2.031,1.021,-0.516,-1.601,-0.248,0.022,0.669,0.408
2285,2286,Take This Job and Shove It,1.248,0.001,-0.275,0.895,-1.298,-0.436,1.016,-0.859,0.434,0.443
2286,2287,Invasion U.S.A.,-1.508,0.182,-1.105,-0.604,-0.372,0.618,1.648,0.144,-1.310,0.505
2287,2288,The Babe,-0.475,-1.452,0.189,-1.953,-1.080,0.208,0.507,-1.283,0.275,-1.078
2288,2289,Home for the Holidays,1.788,0.707,-0.192,1.063,-1.017,0.622,-0.669,1.854,0.276,1.311
2289,2290,Notes on a Scandal,-0.271,0.374,0.944,-1.234,0.311,0.583,-0.947,-1.114,0.349,-0.982
2290,2291,Red Planet,0.883,0.557,-0.414,0.508,-1.675,0.695,-0.507,0.637,-0.927,-0.428
2291,2292,Half Baked,0.920,0.343,-0.393,0.244,-0.386,-0.217,0.586,0.270,-0.860,0.264
2292,2293,The Big Lebowski,0.010,0.297,-0.236,-0.524,0.408,-0.710,0.877,0.178,-0.097,0.954
2293,2294,The Ruins,0.905,2.384,0.368,0.329,-0.693,-1.932,0.598,0.013,0.030,-0.803
2294,2295,Roll Bounce,0.561,0.398,-1.619,-0.470,-1.818,0.084,-0.366,0.165,0.074,0.585
2295,2296,The Neverending Story II,1.163,-0.966,-0.326,2.106,-0.797,-0.361,0.425,-0.332,1.077,-0.708
2296,2297,Just My Luck,-0.172,-0.840,-0.601,0.245,-0.456,-1.234,-0.057,0.730,1.525,0.188
2297,2298,The Phantom,0.441,-0.267,-0.023,-0.340,-0.811,0.218,-0.544,-0.411,0.672,0.063
2298,2299,Eight Legged Freaks,-1.214,3.035,0.434,0.581,0.086,-0.175,-0.868,-0.968,0.147,-0.181
2299,2300,Miracle on 34th Street,0.664,0.896,-0.047,-0.176,0.873,1.224,-0.886,0.392,0.404,-0.562
2300,2301,Max Keebles Big Move,-0.697,-1.875,0.752,0.196,0.064,2.048,0.349,-0.184,-0.258,-0.009
2301,2302,Wanderlust,0.966,-1.239,0.260,-1.401,-0.226,0.962,0.261,0.576,0.424,-0.961
2302,2303,A Bronx Tale,0.401,-0.170,-0.508,1.064,1.453,0.686,-1.999,-0.359,1.254,1.002
2303,2304,Small Time Crooks,-2.041,1.102,0.634,1.392,-0.280,0.270,0.750,1.051,0.550,1.504
2304,2305,Fired Up,-0.461,-0.848,-1.060,-0.421,0.823,1.989,-0.875,-1.775,0.760,-0.256
2305,2306,Hudson Hawk,-1.291,-0.646,0.452,-1.341,0.649,1.715,-0.456,0.659,-0.114,0.760
2306,2307,88 Minutes,0.063,0.479,-1.616,-0.490,-0.994,0.790,0.566,-0.192,0.689,-1.123
2307,2308,Center Stage,-0.309,-1.149,-0.230,0.121,-0.054,-0.199,-1.414,-1.595,-0.105,-0.311
2308,2309,Safe,0.591,0.950,0.070,0.623,0.437,-1.909,0.633,-0.014,-0.365,0.474
2309,2310,Annapolis,-0.447,-0.697,1.544,0.303,-0.669,-0.022,-2.222,0.340,0.527,0.696
2310,2311,Kung Fu Hustle,0.000,1.118,-0.595,-2.253,0.541,-0.797,1.023,2.759,-0.141,-0.550
2311,2312,Rushmore,0.188,0.570,-0.952,0.761,-0.739,0.939,-0.397,0.345,-0.262,-0.771
2312,2313,Seed of Chucky,-0.653,1.031,0.375,0.340,0.229,0.727,0.249,-1.981,-0.388,-0.004
2313,2314,Firestarter,0.698,-0.708,0.074,-0.463,0.722,0.069,0.018,-0.246,-0.689,-0.095
2314,2315,Win a Date with Tad Hamilton!,-0.103,-0.113,0.395,-0.502,0.374,0.118,0.461,0.689,0.224,0.364
2315,2316,The Devils Rejects,-0.153,-0.106,0.185,-1.715,-1.132,-0.765,0.947,0.825,-0.459,0.249
2316,2317,Ghosts of the Abyss,-0.683,-1.498,0.048,0.024,1.044,0.042,-1.839,-1.357,0.209,0.496
2317,2318,The Guardian,0.700,0.326,0.599,-0.164,0.020,0.744,0.407,1.207,1.818,1.091
2318,2319,Son of the Mask,0.912,0.350,0.942,1.095,3.078,1.337,0.429,1.001,0.855,0.050
2319,2320,The Hurt Locker,0.807,-0.476,-1.571,0.377,-0.292,-0.483,-0.774,0.506,0.675,-1.168
2320,2321,Splice,-0.128,-1.446,0.154,-0.578,0.765,-0.287,0.961,1.105,0.099,0.627
2321,2322,Rock Star,1.859,-0.058,0.100,-0.758,0.537,0.259,0.138,1.301,0.157,0.281
2322,2323,Kiss of the Spider Woman,0.502,2.086,-0.891,0.261,0.838,-0.705,0.392,0.286,-0.868,0.637
2323,2324,Wimbledon,-1.790,-0.384,0.606,1.462,0.423,-1.641,1.074,-1.152,-0.233,0.254
2324,2325,The Country Bears,0.002,-0.456,0.569,-0.595,0.784,-1.403,1.643,-0.156,0.278,0.824
2325,2326,Boiler Room,0.119,-0.214,-0.391,-0.306,-0.403,1.503,0.360,0.446,-0.958,1.870
2326,2327,Go,-0.154,-0.720,-1.634,-0.307,-0.134,0.343,-0.550,0.545,-0.775,-0.594
2327,2328,crazy/beautiful,0.541,1.290,-0.884,0.543,0.868,-0.132,-2.033,-0.082,0.671,-1.950
2328,2329,Serving Sara,0.555,0.117,0.292,-0.701,-0.119,-0.198,-0.117,-1.481,-0.056,1.671
2329,2330,The Thing,-0.504,0.714,1.195,-1.585,1.017,0.556,-0.393,-1.080,-0.819,1.577
2330,2331,They Call Me Bruce,0.456,0.665,-0.389,-1.474,1.356,0.674,0.381,0.230,1.735,-0.947
2331,2332,Lightning Jack,-1.033,-0.393,1.261,0.229,0.199,-0.434,-1.827,0.228,-0.360,-1.402
2332,2333,Lost Souls,0.071,-0.154,-0.363,0.393,0.371,-0.035,0.236,-0.399,-1.841,-0.876
2333,2334,Dead Silence,0.289,-0.883,-0.284,0.415,-0.495,-0.765,-1.064,-0.982,-0.175,-0.382
2334,2335,Rebound,2.744,-0.259,-0.863,-0.778,-0.412,0.037,-1.671,-0.057,-1.229,-1.205
2335,2336,Bringing Out the Dead,-1.724,-0.070,-0.207,0.495,-0.390,-0.081,0.371,1.032,0.482,0.772
2336,2337,The Motorcycle Diaries,0.038,1.023,0.045,-0.064,-0.578,0.753,1.205,-0.061,0.324,0.763
2337,2338,54,0.372,1.095,-0.251,0.123,-1.004,-0.829,0.401,-0.202,0.291,-0.672
2338,2339,New in Town,0.603,-0.189,-0.040,-0.265,0.219,-0.416,-0.811,-1.085,0.461,0.435
2339,2340,Catch That Kid,-2.133,-1.557,-1.306,-0.481,-0.795,-1.020,-0.163,0.837,-0.452,-1.688
2340,2341,Unaccompanied Minors,-1.214,-1.274,-1.433,0.066,1.351,0.406,-0.887,-0.962,-0.238,0.797
2341,2342,True Crime,1.030,-0.003,-0.798,0.768,1.343,-0.395,-1.320,0.732,0.174,0.806
2342,2343,The Final Countdown,-1.438,0.189,0.034,0.232,-0.012,-1.597,0.012,-0.722,-0.188,0.123
2343,2344,Deep Cover,1.338,0.617,0.385,-0.164,1.152,-0.616,0.042,-0.400,1.159,-1.283
2344,2345,Muppets from Space,0.672,0.944,0.552,-0.410,-1.058,-0.228,-0.332,0.262,-0.225,0.545
2345,2346,Buffy the Vampire Slayer,1.552,-0.193,-0.220,-1.395,0.246,0.446,-0.084,0.612,-0.774,-0.144
2346,2347,Wild Safari 3D,1.391,-1.798,-0.043,-3.597,0.058,0.052,0.108,-0.812,1.538,0.641
2347,2348,The Perfect Man,0.562,0.180,0.006,0.287,-0.122,-0.039,-0.381,-1.915,-0.411,-0.285
2348,2349,Original Sin,-0.194,0.332,-0.868,0.594,0.420,-0.063,-0.001,-0.190,-1.450,0.763
2349,2350,Eye of the Beholder,-0.587,-1.752,-0.131,-0.199,0.886,-1.874,1.218,0.271,-0.377,-0.087
2350,2351,Trainspotting,0.013,-0.992,0.987,-1.825,0.346,-0.585,0.326,0.515,0.228,-1.481
2351,2352,Terminal Velocity,0.220,-0.025,0.498,1.077,0.987,-0.312,0.250,0.830,0.476,-0.814
2352,2353,The Hitcher,-0.233,0.269,-0.961,-0.485,0.614,-1.670,0.343,-1.120,0.399,-1.531
2353,2354,Return from Witch Mountain,-0.195,-0.709,-0.077,-0.691,0.629,-0.287,-0.125,-0.161,-0.975,0.123
2354,2355,Elizabeth: The Golden Age,-0.456,-0.255,-0.511,-0.517,-0.406,0.302,0.815,-0.685,-0.176,-0.912
2355,2356,White Oleander,-0.558,0.791,1.082,0.106,-0.416,-1.175,-1.048,0.097,-0.096,-0.990
2356,2357,The Whole Ten Yards,0.358,1.063,-0.438,-1.176,0.210,0.737,-0.870,0.934,0.179,0.239
2357,2358,Young Adult,0.177,-0.285,-0.066,-0.956,-0.713,-0.178,-0.822,-0.696,-1.458,0.125
2358,2359,An American Haunting,-0.006,1.001,0.167,0.197,-0.511,-0.072,0.319,1.041,0.087,-0.764
2359,2360,21 Grams,-0.675,0.834,1.520,-0.468,0.114,0.835,0.773,0.090,-0.191,-0.418
2360,2361,Swing Vote,-0.027,1.232,-0.276,0.987,1.193,0.539,0.083,0.898,1.683,-1.509
2361,2362,The Hunter,-1.124,-1.698,-1.188,0.523,-0.424,1.531,-0.635,0.123,-0.617,1.546
2362,2363,Black Christmas,-0.692,-1.100,0.815,0.637,0.738,1.070,-0.242,1.083,-0.672,-0.713
2363,2364,Supercop,1.114,-1.302,0.235,-0.131,-0.304,-0.398,-0.036,0.722,0.058,-0.449
2364,2365,Fire Down Below,0.520,-1.362,-0.024,-0.207,1.068,-1.037,0.412,1.090,-0.309,-1.066
2365,2366,Raw Deal,0.637,1.478,-1.497,-0.421,1.494,1.554,0.278,1.253,0.816,0.061
2366,2367,Jennifers Body,1.031,-0.229,-0.682,0.183,0.162,0.260,1.085,0.657,0.167,-2.637
2367,2368,Wolf Creek,0.427,0.547,-0.010,0.546,-0.804,0.523,0.475,0.750,-0.228,0.204
2368,2369,I Love You to Death,-1.788,1.572,0.870,1.102,-1.372,1.028,1.062,0.182,-1.135,-0.449
2369,2370,Richard Pryor: Here and Now,-0.862,0.751,-0.287,-0.542,0.965,0.229,1.236,0.935,0.782,-0.967
2370,2371,Devil in a Blue Dress,-0.140,1.280,0.023,0.403,-0.157,-0.439,0.630,1.057,-0.220,1.315
2371,2372,Vanity Fair,1.535,0.882,1.280,0.771,-0.244,-0.158,1.114,1.444,1.183,-0.168
2372,2373,Waiting...,0.157,-0.697,-0.432,0.000,-0.651,-0.629,1.090,0.909,-1.421,0.993
2373,2374,Imagine That,0.167,-1.508,0.363,-0.258,-0.101,0.526,0.838,0.278,0.592,1.291
2374,2375,Adventureland,0.750,0.865,-0.577,0.555,0.062,1.251,0.069,0.882,-0.296,0.311
2375,2376,Kung Pow! Enter the Fist,0.944,-0.326,0.662,0.966,-0.433,-0.324,0.805,0.430,-0.038,0.181
2376,2377,O,1.388,0.189,1.202,1.202,1.557,-0.218,0.017,0.135,-0.541,-0.964
2377,2378,Across the Sea of Time,0.169,-0.899,-1.225,1.219,-0.477,0.214,0.893,-0.245,0.301,1.114
2378,2379,The Raven,-1.039,1.919,-1.936,-1.476,-0.163,-0.279,0.698,1.565,-0.934,0.254
